model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Платье ирис льняное,dresses,1,1330,1,зеленый,100.0,4.0,29605.0,0.0701,7401.25,8881.5,20723.5,70.0,3.0,25120.0,3,282.84,Z,B,BZ,1.0,121.7,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,8900.0,89.4145
Парка английская шерсть ореховая в клетку,outerwear,1,2313,1,ореховый,100.0,2.0,29600.0,0.0701,14800.0,8880.0,20720.0,70.0,2.0,29600.0,2,331.66,Z,B,BZ,3.0,547.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,10360.0,89.4846
Футболка трикотажная лайм oversize,tshirts_longsleeves,1,1258,1,светлый лайм,100.0,16.0,29598.0,0.0701,1849.88,8879.4,20718.6,70.0,9.0,12100.0,5,276.13,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,1000.0,89.5547
Джемпер с конем бежевый,knitwear,1,2756,1,теплый беж-красный,100.0,5.0,29512.0,0.0699,5902.4,8853.6,20658.4,70.0,5.0,29512.0,3,276.41,Z,B,BZ,9.0,657.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,89.6246
Юбка трикотажная прямая шерсть макси шоколад,skirts,1,2140,1,темный шоколад,100.0,7.0,29380.0,0.0696,4197.14,8814.0,20566.0,70.0,0.0,0.0,2,413.79,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4800.0,89.6942
Джемпер лайт шерсть голубой,knitwear,1,1078,1,светло-голубой,100.0,10.0,29200.0,0.0692,2920.0,8760.0,20440.0,70.0,2.0,5000.0,8,153.62,Y,B,BY,3.0,547.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,89.7634
Кардиган авангард жаккард,knitwear,1,2728,1,маренго-слива,100.0,4.0,29170.0,0.0691,7292.5,8751.0,20419.0,70.0,4.0,29170.0,2,331.66,Z,B,BZ,5.0,456.2,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7600.0,89.8325
Манишка на завязках с воротом шерсть фрезия,accessories,1,2247,1,бежевый-фрезия,100.0,9.0,29110.0,0.069,3234.44,8733.0,20377.0,70.0,6.0,17770.0,3,275.55,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4200.0,89.9014
Рубашка женская вискоза в голубой цветок,tops_blouses,1,2040,1,белая в голубой цветок,100.0,8.0,29060.0,0.0688,3632.5,8718.0,20342.0,70.0,5.0,17090.0,3,295.8,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3220.0,89.9703
Шапка взрослая травяной,accessories,1,234,1,зеленый травяной,100.0,26.0,29036.0,0.0688,1116.77,8710.8,20325.2,70.0,14.0,15276.0,12,133.01,X,B,BX,9.0,234.6,overstock,develop_to_core,protect_and_repeat,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1200.0,90.039
Платье комбинация искуственный шелк,dresses,3,"461, 789, 820",3,черный,69.51,9.0,28860.0,0.0684,3206.67,8658.0,20202.0,70.0,2.0,6300.0,5,206.16,Y,B,BY,1.0,182.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4000.0,90.1074
Джемпер двусторонний конфетки,knitwear,1,1129,1,розово-желтый,100.0,6.0,28550.0,0.0676,4758.33,8565.0,19985.0,70.0,0.0,0.0,4,239.17,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,90.175
Джемпер бантики сливовый с пудрой,knitwear,1,2720,1,сливовый-пудра,100.0,5.0,28210.0,0.0668,5642.0,8463.0,19747.0,70.0,5.0,28210.0,3,309.19,Z,B,BZ,9.0,657.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,90.2418
Тельняшка тонкая зеленый,tshirts_longsleeves,1,649,1,белый-нефритовый,100.0,22.0,28210.0,0.0668,1282.27,8463.0,19747.0,70.0,18.0,18000.0,11,141.18,X,B,BX,1.0,20.3,understock,develop_to_core,replenish_and_scale,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1000.0,90.3087
Юбка трикотаж а-силуэта олива кукурузка,skirts,1,1194,1,оливковый,100.0,11.0,28060.0,0.0665,2550.91,8418.0,19642.0,70.0,3.0,7500.0,8,166.39,Y,B,BY,2.0,243.3,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,90.3751
Подарочный сертификат 7000,gift_cards,2,"1115, 2662",0,без цвета,100.0,4.0,27650.0,0.0655,6912.5,8295.0,19355.0,70.0,4.0,27650.0,3,282.84,Z,B,BZ,5.0,456.2,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7000.0,90.4406
Палантин трикотажный рыбка горький шоколад с капучино,accessories,1,2723,1,горький шоколад-капучино,100.0,7.0,27450.0,0.065,3921.43,8235.0,19215.0,70.0,7.0,27450.0,3,304.72,Z,B,BZ,2.0,104.3,balanced,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4600.0,90.5057
Брюки лето женские вискоза синий с молочным,pants,1,2509,1,сине-молочный,100.0,7.0,27364.0,0.0648,3909.14,8209.2,19154.8,70.0,7.0,27364.0,4,251.93,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,90.5705
Пальто-жакет женский морковный в клетку,outerwear,1,2594,1,оранжевый,100.0,2.0,27084.0,0.0642,13542.0,8125.2,18958.8,70.0,2.0,27084.0,2,331.66,Z,B,BZ,2.0,365.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,14800.0,90.6346
Платье одри макси черный ворот стойка,dresses,1,2389,1,черный,100.0,4.0,27000.0,0.064,6750.0,8100.0,18900.0,70.0,4.0,27000.0,4,223.61,Y,B,BY,4.0,365.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",7200.0,90.6986
Джемпер с конем,knitwear,1,2758,1,черный-теплый беж,100.0,5.0,26840.0,0.0636,5368.0,8052.0,18788.0,70.0,5.0,26840.0,3,276.41,Z,B,BZ,5.0,365.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,90.7622
Джемпер алиса шерсть горький шоколад,knitwear,1,2170,1,махагон-горький шоколад,100.0,5.0,26660.0,0.0632,5332.0,7998.0,18662.0,70.0,2.0,10540.0,4,239.17,Y,B,BY,2.0,365.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",6200.0,90.8253
Шарф взрослый алый,accessories,1,802,1,красный алый,100.0,12.0,26420.0,0.0626,2201.67,7926.0,18494.0,70.0,2.0,5000.0,9,141.42,X,B,BX,2.0,365.0,overstock,develop_to_core,protect_and_repeat,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,2600.0,90.8879
Шапка взрослая горчица,accessories,1,220,1,горчичный,100.0,20.0,26260.0,0.0622,1313.0,7878.0,18382.0,70.0,9.0,10500.0,10,153.62,Y,B,BY,3.0,121.7,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1200.0,90.9501
Шапка взрослая олива,accessories,1,230,1,оливковый,95.4,23.0,26080.0,0.0618,1133.91,7824.0,18256.0,70.0,5.0,6000.0,11,163.55,Y,B,BY,6.0,438.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1200.0,91.0119
Джемпер aлиса с круглым воротом,knitwear,1,2149,1,бургунди,100.0,5.0,25800.0,0.0611,5160.0,7740.0,18060.0,70.0,0.0,0.0,1,479.58,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,91.073
Джемпер джеки интерлок травяной,knitwear,1,167,1,Ирландский мох,100.0,5.0,25640.0,0.0607,5128.0,7692.0,17948.0,70.0,1.0,6200.0,3,309.19,Z,B,BZ,1.0,365.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,91.1337
Поло мужское трикотажное темный шоколад,tops_blouses,1,2515,1,горький шоколад,100.0,4.0,25600.0,0.0606,6400.0,7680.0,17920.0,70.0,4.0,25600.0,1,479.58,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,91.1944
Юбка трикотажная прямая черный макси,skirts,1,2152,1,черный,100.0,7.0,25450.0,0.0603,3635.71,7635.0,17815.0,70.0,2.0,7030.0,5,231.68,Y,B,BY,3.0,547.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,91.2547
Шорты,pants,1,2486,1,молочный леопард,100.0,5.0,25316.6,0.06,5063.32,7594.98,17721.62,70.0,5.0,25316.6,3,276.41,Z,B,BZ,6.0,438.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,5800.0,91.3146
Юбка атласная макси,skirts,1,2095,1,черный,100.0,9.0,25307.0,0.0599,2811.89,7592.1,17714.9,70.0,4.0,8797.0,8,150.31,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2660.0,91.3746
Палантин трикотажный в полоску,accessories,2,"2590, 2609",2,полынно-горчичный,82.73,6.0,25300.0,0.0599,4216.67,7590.0,17710.0,70.0,6.0,25300.0,3,288.68,Z,B,BZ,6.0,365.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,5100.0,91.4345
Платье интерлок шерсть макси горький шоколад,dresses,1,2174,1,махагон-горький шоколад,100.0,3.0,24920.0,0.059,8306.67,7476.0,17444.0,70.0,1.0,8010.0,2,351.19,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,9100.0,91.4935
Джемпер лайт шерсть олива,knitwear,1,46,1,оливковый,100.0,9.0,24860.0,0.0589,2762.22,7458.0,17402.0,70.0,5.0,13900.0,8,150.31,Y,B,BY,-1.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,91.5524
Рубашка лето женская вискоза синий с молочным,tops_blouses,1,2511,1,сине-молочный,100.0,7.0,24678.0,0.0585,3525.43,7403.4,17274.6,70.0,7.0,24678.0,3,304.72,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,91.6109
Юбка костюмная миди сливочно-желтый,skirts,1,2379,1,светло-желтый,100.0,4.0,24490.0,0.058,6122.5,7347.0,17143.0,70.0,4.0,24490.0,3,282.84,Z,B,BZ,1.0,91.2,balanced,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,91.6689
Топ на широких бретелях вискоза,tops_blouses,3,"175, 2507, 2525",3,какао,63.16,8.0,24320.0,0.0576,3040.0,7296.0,17024.0,70.0,8.0,24320.0,4,254.95,Z,B,BZ,12.0,547.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3200.0,91.7265
Свитер кострома v-вырез лайм,knitwear,1,1085,1,светлый лайм,100.0,7.0,24140.0,0.0572,3448.57,7242.0,16898.0,70.0,5.0,17140.0,7,155.84,Y,B,BY,5.0,365.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4200.0,91.7837
Футболка из тенсела,tshirts_longsleeves,5,"2857, 2859, 2860, 2861, 2877",5,шоколадный,44.03,7.0,24120.0,0.0571,3445.71,7236.0,16884.0,70.0,7.0,24120.0,2,413.79,Z,B,BZ,15.0,782.1,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3600.0,91.8408
Юбка лапша синий,skirts,1,2111,1,темно-синий,100.0,8.0,24100.0,0.0571,3012.5,7230.0,16870.0,70.0,3.0,7540.0,5,254.95,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,2500.0,91.8979
Жилет удлиненный из тафты,knitwear,1,2733,1,Черный,100.0,4.0,24090.0,0.0571,6022.5,7227.0,16863.0,70.0,4.0,24090.0,3,282.84,Z,B,BZ,6.0,547.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7200.0,91.955
Кардиган зебра оверсайз жаккард шерсть,knitwear,2,"2644, 2645",2,хаки-бежевый фрезия,55.98,4.0,23935.0,0.0567,5983.75,7180.5,16754.5,70.0,4.0,23935.0,3,282.84,Z,B,BZ,1.0,91.2,balanced,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6020.0,92.0117
Топ укороченный на бретелях,tops_blouses,3,"1200, 1284, 2050",3,белый,66.21,33.0,23872.5,0.0565,723.41,7161.75,16710.75,70.0,11.0,8250.0,13,143.64,X,B,BX,6.0,199.1,overstock,develop_to_core,protect_and_repeat,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,750.0,92.0682
Футболка женская базовая,tshirts_longsleeves,1,1137,1,черный,100.0,15.0,23854.5,0.0565,1590.3,7156.35,16698.15,70.0,6.0,10260.0,12,111.36,X,B,BX,0.0,,stockout,develop_to_core,replenish_and_scale,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1900.0,92.1247
Джемпер джеки интерлок лайм,knitwear,1,1053,1,светлый лайм,100.0,5.0,23760.0,0.0563,4752.0,7128.0,16632.0,70.0,1.0,5130.0,4,239.17,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",6200.0,92.181
Свитер кострома олива,knitwear,1,593,1,оливковый,100.0,7.0,23710.0,0.0562,3387.14,7113.0,16597.0,70.0,1.0,2940.0,6,184.61,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4200.0,92.2372
Поло трикотажное ваниль с шоколадом,tops_blouses,1,2496,1,ваниль с шоколадом,100.0,7.0,23630.0,0.056,3375.71,7089.0,16541.0,70.0,7.0,23630.0,3,349.64,Z,B,BZ,-1.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,2500.0,92.2931
Блуза с воротом стойка из тенсела горчица,tops_blouses,1,2647,1,горчичный,100.0,4.0,23400.0,0.0554,5850.0,7020.0,16380.0,70.0,4.0,23400.0,2,374.17,Z,B,BZ,8.0,730.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6500.0,92.3486
Брюки лето женские вискоза лайм с молочным,pants,1,2508,1,Лаймово-молочный,100.0,6.0,23394.0,0.0554,3899.0,7018.2,16375.8,70.0,6.0,23394.0,3,288.68,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,92.404
Джемпер агата шерсть горький шоколад,knitwear,1,2230,1,махагон-горький шоколад,100.0,4.0,23380.0,0.0554,5845.0,7014.0,16366.0,70.0,3.0,17800.0,3,282.84,Z,B,BZ,9.0,1095.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,92.4594
Юбка трикотажная прямая шерсть миди горький шоколад,skirts,1,2184,1,махагон-горький шоколад,100.0,6.0,23000.0,0.0545,3833.33,6900.0,16100.0,70.0,0.0,0.0,3,331.66,Z,B,BZ,6.0,,deadstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4800.0,92.5138
Джемпер бантики бургунди с розовым,knitwear,1,2729,1,бургунди-розовый,100.0,4.0,22940.0,0.0543,5735.0,6882.0,16058.0,70.0,4.0,22940.0,2,374.17,Z,B,BZ,11.0,1003.8,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,92.5682
Юбка вискоза миди синяя,skirts,1,902,1,темно-синий в цветок,100.0,8.0,22895.0,0.0542,2861.88,6868.5,16026.5,70.0,3.0,7500.0,5,223.61,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1700.0,92.6224
Рубашка мужская oversize фланель,tops_blouses,1,1068,1,шоколадно-красный,100.0,6.0,22830.0,0.0541,3805.0,6849.0,15981.0,70.0,0.0,0.0,5,208.17,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,92.6765
Шарф взрослый джинс,accessories,1,258,1,синий джинс,100.0,11.0,22752.0,0.0539,2068.36,6825.6,15926.4,70.0,3.0,7340.0,7,177.91,Y,B,BY,9.0,1095.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2600.0,92.7304
Рубашка лето женская вискоза лайм с молочным,tops_blouses,1,2510,1,Лаймово-молочный,100.0,6.0,22700.0,0.0538,3783.33,6810.0,15890.0,70.0,6.0,22700.0,2,331.66,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,92.7842
Рубашка хлопок трюфель,tops_blouses,1,2297,1,шоколадно-графитовый,82.65,5.0,22596.0,0.0535,4519.2,6778.8,15817.2,70.0,2.0,7420.0,4,239.17,Y,B,BY,4.0,730.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3500.0,92.8377
Шарф взрослый олива,accessories,1,257,1,оливковый,100.0,12.0,22590.0,0.0535,1882.5,6777.0,15813.0,70.0,4.0,6600.0,8,173.21,Y,B,BY,11.0,1003.8,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2600.0,92.8912
Шапка взрослая шерсть голубой меланж,accessories,1,2242,1,светло-синий меланж,100.0,13.0,22528.0,0.0534,1732.92,6758.4,15769.6,70.0,7.0,10120.0,5,238.21,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1600.0,92.9446
Шарф взрослый шерсть голубой,accessories,1,1046,1,светло-голубой,100.0,8.0,22100.0,0.0524,2762.5,6630.0,15470.0,70.0,6.0,16220.0,5,223.61,Y,B,BY,4.0,243.3,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3600.0,92.9969
Рубашка вискоза,tops_blouses,3,"946, 959, 960",3,голубая в мелкий цветок,42.75,7.0,22080.0,0.0523,3154.29,6624.0,15456.0,70.0,0.0,0.0,4,288.2,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3200.0,93.0492
Шорты зебра,pants,1,2311,1,оливковый,100.0,4.0,22040.0,0.0522,5510.0,6612.0,15428.0,70.0,4.0,22040.0,4,223.61,Y,B,BY,1.0,91.2,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",5800.0,93.1014
Юбка макси атласная нефрит,skirts,1,1065,1,Зелёный нефритовый,100.0,6.0,21800.0,0.0516,3633.33,6540.0,15260.0,70.0,0.0,0.0,5,208.17,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,93.1531
Водолазка шерсть,knitwear,2,"822, 824",2,молочный,58.83,7.0,21510.4,0.051,3072.91,6453.12,15057.28,70.0,3.0,9120.0,5,209.47,Y,B,BY,10.0,1216.7,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2000.0,93.204
Шарф взрослый лайм,accessories,1,469,1,светлый лайм,100.0,10.0,21418.0,0.0507,2141.8,6425.4,14992.6,70.0,4.0,7908.0,7,182.21,Y,B,BY,2.0,182.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2600.0,93.2548
Юбка этника трикотажная жаккард макси,skirts,1,2685,1,Маренго,100.0,3.0,21240.0,0.0503,7080.0,6372.0,14868.0,70.0,3.0,21240.0,2,351.19,Z,B,BZ,-2.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7200.0,93.3051
Костюм домашний женский хоум брусника,suits,1,2658,1,брусничный,100.0,3.0,21060.0,0.0499,7020.0,6318.0,14742.0,70.0,3.0,21060.0,1,479.58,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,93.355
Платье интерлок шерсть суровый макси,dresses,1,2745,1,суровый,100.0,3.0,20930.0,0.0496,6976.67,6279.0,14651.0,70.0,3.0,20930.0,2,351.19,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,9100.0,93.4045
Юбка трикотажная прямая графит миди,skirts,1,2223,1,графит,100.0,6.0,20900.0,0.0495,3483.33,6270.0,14630.0,70.0,2.0,7220.0,5,208.17,Y,B,BY,1.0,182.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,93.454
Джемпер агата бежевый,knitwear,1,2613,1,светлый беж,100.0,4.0,20790.0,0.0492,5197.5,6237.0,14553.0,70.0,4.0,20790.0,3,282.84,Z,B,BZ,2.0,182.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,5400.0,93.5033
Свитер арлекино травяной с,knitwear,1,2145,1,розово-травяной,100.0,4.0,20770.0,0.0492,5192.5,6231.0,14539.0,70.0,2.0,8680.0,2,331.66,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4340.0,93.5525
Футболка базовая олива,tshirts_longsleeves,1,1139,1,оливковый,100.0,16.0,20739.7,0.0491,1296.23,6221.91,14517.79,70.0,8.0,8590.0,10,141.42,X,B,BX,10.0,456.2,overstock,develop_to_core,protect_and_repeat,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1000.0,93.6016
Джемпер грибочки мужской нью,knitwear,1,2755,1,маренго-желтый,100.0,3.0,20700.0,0.049,6900.0,6210.0,14490.0,70.0,3.0,20700.0,2,351.19,Z,B,BZ,2.0,243.3,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,8200.0,93.6506
Юбка вискоза миди красная в цветок,skirts,1,899,1,красная в белый цветок,100.0,7.0,20455.0,0.0485,2922.14,6136.5,14318.5,70.0,1.0,1700.0,4,288.2,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,93.6991
Рубашка джинсовая мужская,tops_blouses,1,2048,1,хаки в пятнышко,100.0,3.0,20400.0,0.0483,6800.0,6120.0,14280.0,70.0,0.0,0.0,1,479.58,Z,B,BZ,0.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,,93.7474
Джемпер авангард жаккард оверсайз,knitwear,1,2649,1,молочный-терракот,100.0,3.0,20340.0,0.0482,6780.0,6102.0,14238.0,70.0,3.0,20340.0,2,351.19,Z,B,BZ,7.0,851.7,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,8200.0,93.7956
Шапка взрослая шерсть горький шоколад,accessories,1,2182,1,махагон-горький шоколад,100.0,14.0,20240.0,0.0479,1445.71,6072.0,14168.0,70.0,7.0,10880.0,8,155.84,Y,B,BY,1.0,52.1,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1600.0,93.8435
Рубашка лен удлиненная,tops_blouses,1,971,1,бирюзовый,76.24,5.0,20200.0,0.0478,4040.0,6060.0,14140.0,70.0,0.0,0.0,1,479.58,Z,B,BZ,-1.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3380.0,93.8914
Юбка макси атласная,skirts,1,1221,1,медь,100.0,6.0,20050.0,0.0475,3341.67,6015.0,14035.0,70.0,3.0,8650.0,5,208.17,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,93.9389
Свитер кострома v-вырез лосось,knitwear,1,1121,1,лососеввый,100.0,6.0,19960.0,0.0473,3326.67,5988.0,13972.0,70.0,0.0,0.0,5,194.94,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,93.9862
Футболка женская оверсайз,tshirts_longsleeves,4,"1126, 927, 941, 956",4,терракотовый,35.65,13.0,19953.0,0.0473,1534.85,5985.9,13967.1,70.0,1.0,1710.0,5,215.17,Y,B,BY,-1.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1900.0,94.0334
Юбка трикотажная прямая черный миди,skirts,1,2151,1,черный,100.0,6.0,19940.0,0.0472,3323.33,5982.0,13958.0,70.0,1.0,3040.0,4,264.58,Z,B,BZ,3.0,1095.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3800.0,94.0807
