model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Шопер трикотажный в полоску полимаркет,accessories,1,2500,1,серо-голубой-ваниль,100.0,2.0,6910.0,0.0164,3455.0,2073.0,4837.0,70.0,2.0,6910.0,2,331.66,Z,C,CZ,1.0,182.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3900.0,98.7914
Плед трикотажный полимаркет в полоску,accessories,1,2501,1,серо-голубой-полынь-ваниль,100.0,1.0,6900.0,0.0163,6900.0,2070.0,4830.0,70.0,1.0,6900.0,1,479.58,Z,C,CZ,2.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,98.8078
Снуд капучино,accessories,1,1036,1,бежевый капучино,100.0,13.0,6875.0,0.0163,528.85,2062.5,4812.5,70.0,6.0,2775.0,6,223.61,Y,C,CY,6.0,365.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,500.0,98.8241
Джемпер джеки нью интерлок шерсть зеленое яблоко,knitwear,1,2732,1,оливковый,100.0,1.0,6840.0,0.0162,6840.0,2052.0,4788.0,70.0,1.0,6840.0,1,479.58,Z,C,CZ,2.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.8403
Джемпер кувшинки джинс-молочный,pants,1,2815,1,синий джинс-молочный,100.0,1.0,6840.0,0.0162,6840.0,2052.0,4788.0,70.0,1.0,6840.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.8565
Жилет ромашки серо-лавандовый,knitwear,1,896,1,светло-серый с лавандовым,100.0,2.0,6800.0,0.0161,3400.0,2040.0,4760.0,70.0,0.0,0.0,0,,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.8726
Топ на широких бретелях пайетки,tops_blouses,1,2214,1,черный,100.0,4.0,6606.0,0.0156,1651.5,1981.8,4624.2,70.0,3.0,4806.0,4,223.61,Y,C,CY,4.0,486.7,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1000.0,98.8882
Снуд шерсть олива,accessories,1,2114,1,оливковый,100.0,9.0,6560.0,0.0155,728.89,1968.0,4592.0,70.0,4.0,3120.0,6,185.59,Y,C,CY,11.0,1003.8,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,800.0,98.9038
Плед трикотажный бантики,accessories,1,2738,1,бургунди-розовый,100.0,1.0,6555.0,0.0155,6555.0,1966.5,4588.5,70.0,1.0,6555.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,98.9193
Палантин трикотажный листочки орех-молочный,accessories,1,1105,1,молочно-ореховый,100.0,2.0,6520.0,0.0154,3260.0,1956.0,4564.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,1.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4600.0,98.9347
Платье на запах муслин,dresses,1,701,1,черный,100.0,2.0,6500.0,0.0154,3250.0,1950.0,4550.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.9501
Пальто женское укороченное,outerwear,1,1235,1,лаймовый,100.0,1.0,6491.3,0.0154,6491.3,1947.39,4543.91,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6500.0,98.9655
Юбка город в горох ваниль макси,skirts,1,2866,1,ванильно-шоколадный,100.0,1.0,6480.0,0.0153,6480.0,1944.0,4536.0,70.0,1.0,6480.0,1,479.58,Z,C,CZ,9.0,3285.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.9809
Свитер кострома v-вырез джинс,pants,1,1084,1,синий джинс,100.0,2.0,6430.0,0.0152,3215.0,1929.0,4501.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,98.9961
Свитер кострома v-вырез бежевый,knitwear,1,609,1,теплый беж,100.0,2.0,6420.0,0.0152,3210.0,1926.0,4494.0,70.0,1.0,3420.0,2,331.66,Z,C,CZ,-2.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,99.0113
Комбинация вискоза,other,1,2504,1,бежевый,100.0,5.0,6400.0,0.0152,1280.0,1920.0,4480.0,70.0,5.0,6400.0,4,239.17,Y,C,CY,0.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1400.0,99.0265
Костюм женский жасмин,suits,1,2713,1,Черный металик,100.0,1.0,6324.0,0.015,6324.0,1897.2,4426.8,70.0,1.0,6324.0,1,479.58,Z,C,CZ,7.0,2555.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4000.0,99.0414
Тельняшка тонкая синий,tshirts_longsleeves,1,644,1,морская волна-белый,100.0,3.0,6270.0,0.0149,2090.0,1881.0,4389.0,70.0,0.0,0.0,3,264.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.0563
Футболка женская оверсайз олива,tshirts_longsleeves,1,1141,1,оливковый,100.0,4.0,6226.0,0.0147,1556.5,1867.8,4358.2,70.0,1.0,1615.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1900.0,99.071
Джемпер джаред оверсайз розовый,knitwear,1,976,1,зефирный розовый,100.0,1.0,6200.0,0.0147,6200.0,1860.0,4340.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.0857
Свитер с горлом олива,knitwear,1,856,1,оливковый,100.0,3.0,6200.0,0.0147,2066.67,1860.0,4340.0,70.0,2.0,3800.0,3,264.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1900.0,99.1004
Брюки трикотажные ажур бриз,pants,1,2476,1,ванильный,100.0,1.0,6150.0,0.0146,6150.0,1845.0,4305.0,70.0,1.0,6150.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8200.0,99.115
Шапка мужская бини синий,accessories,1,1020,1,темно-синий,87.8,7.0,6150.0,0.0146,878.57,1845.0,4305.0,70.0,3.0,2700.0,7,155.84,Y,C,CY,2.0,243.3,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,900.0,99.1296
Костюм кострома,suits,1,757,1,хаки,100.0,1.0,6120.0,0.0145,6120.0,1836.0,4284.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.1441
Платье интерлок шерсть миди горький шоколад,dresses,1,2267,1,махагон-горький шоколад,100.0,1.0,6120.0,0.0145,6120.0,1836.0,4284.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8600.0,99.1586
Топ с горлом в рубчик шоко,tops_blouses,1,2057,1,шоколадный,100.0,4.0,6000.0,0.0142,1500.0,1800.0,4200.0,70.0,2.0,2160.0,3,282.84,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.1728
Рубашка мужская oversize фланель орех,tops_blouses,1,1066,1,шоколадно-ореховый,100.0,1.0,5900.0,0.014,5900.0,1770.0,4130.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.1867
Джемпер лютики жемчужный с розовым,knitwear,1,2360,1,жемчужно-розовый,100.0,1.0,5890.0,0.014,5890.0,1767.0,4123.0,70.0,1.0,5890.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6600.0,99.2007
Шапка детская джинс,accessories,1,333,1,синий джинс,100.0,6.0,5851.0,0.0139,975.17,1755.3,4095.7,70.0,0.0,0.0,5,208.17,Y,C,CY,-6.0,,no_signal,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,990.0,99.2146
Брюки палаццо в пайетках,pants,1,1094,1,черный,100.0,2.0,5800.0,0.0137,2900.0,1740.0,4060.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1800.0,99.2283
Платье туника с разрезом макси горький,dresses,1,2798,1,шоколадный,100.0,1.0,5760.0,0.0136,5760.0,1728.0,4032.0,70.0,1.0,5760.0,1,479.58,Z,C,CZ,10.0,3650.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7600.0,99.2419
Брюки трикотажные ажур волна,pants,1,2477,1,ванильный,100.0,1.0,5740.0,0.0136,5740.0,1722.0,4018.0,70.0,1.0,5740.0,1,479.58,Z,C,CZ,2.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8200.0,99.2555
Рубашка хлопок в полоску,tops_blouses,1,966,1,розово-голубой,100.0,2.0,5688.0,0.0135,2844.0,1706.4,3981.6,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.269
Топ на бретелях вискоза бежевый в цветок,tops_blouses,1,2289,1,бежевый в цветок,100.0,4.0,5640.0,0.0134,1410.0,1692.0,3948.0,70.0,4.0,5640.0,3,282.84,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1200.0,99.2824
Юбка трикотаж,skirts,1,1162,1,серый,100.0,2.0,5510.0,0.0131,2755.0,1653.0,3857.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.2954
Джемпер коралл,knitwear,1,2265,1,маренго,100.0,1.0,5400.0,0.0128,5400.0,1620.0,3780.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,-1.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,5400.0,99.3082
Юбка трикотажная ажур бриз синий,skirts,1,2420,1,темно-синий,100.0,1.0,5400.0,0.0128,5400.0,1620.0,3780.0,70.0,1.0,5400.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,5400.0,99.321
Рубашка лен,tops_blouses,1,706,1,морская волна,100.0,1.0,5394.0,0.0128,5394.0,1618.2,3775.8,70.0,1.0,5394.0,1,479.58,Z,C,CZ,-1.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,99.3338
Джемпер джеки шерсть интерлок,knitwear,1,2274,1,шампань,100.0,1.0,5238.0,0.0124,5238.0,1571.4,3666.6,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,99.3462
Джемпер клубнички женский желтый,knitwear,1,1230,1,светло-желтый,100.0,1.0,5200.0,0.0123,5200.0,1560.0,3640.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6600.0,99.3585
Снуд горчица,accessories,1,312,1,горчичный,100.0,11.0,5150.0,0.0122,468.18,1545.0,3605.0,70.0,8.0,3650.0,7,177.91,Y,C,CY,14.0,638.8,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,500.0,99.3707
Шапка взрослая меринос,accessories,1,794,1,серебряно-серый,100.0,2.0,5040.0,0.0119,2520.0,1512.0,3528.0,70.0,1.0,2240.0,2,331.66,Z,C,CZ,4.0,1460.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2240.0,99.3826
Плед жаккардовый клечатый,accessories,1,1279,0,без цвета,100.0,1.0,4800.0,0.0114,4800.0,1440.0,3360.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.394
Плед трикотажный,accessories,1,1278,1,Зефирно-молочный,100.0,1.0,4800.0,0.0114,4800.0,1440.0,3360.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,4.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,99.4054
Косынка трикотажная,accessories,1,2434,1,апельсиновый,100.0,2.0,4560.0,0.0108,2280.0,1368.0,3192.0,70.0,2.0,4560.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2400.0,99.4162
Шапка взрослая беж классик,accessories,1,379,1,Классический бежевый,100.0,4.0,4560.0,0.0108,1140.0,1368.0,3192.0,70.0,3.0,3600.0,3,282.84,Z,C,CZ,5.0,608.3,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1200.0,99.427
Платье интерлок серо-голубой макси,dresses,1,827,1,серо-голубой,100.0,1.0,4556.0,0.0108,4556.0,1366.8,3189.2,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7800.0,99.4378
Платье интерлок хаки макси,dresses,1,407,1,хаки,100.0,1.0,4488.0,0.0106,4488.0,1346.4,3141.6,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.4484
Шапка взрослая меринос голубая,accessories,1,785,1,небесно-голубой,100.0,2.0,4400.0,0.0104,2200.0,1320.0,3080.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.4588
Шапка взрослая эмеральд шерсть,accessories,1,2165,1,зеленый эмеральд,100.0,2.0,4400.0,0.0104,2200.0,1320.0,3080.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,2.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1600.0,99.4693
Рубашка джинсовая женская тауп,tops_blouses,1,1233,0,без цвета,100.0,1.0,4370.0,0.0104,4370.0,1311.0,3059.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,99.4796
